drug1;drug2
voriconazole;foscarnet
voriconazole;fosphenytoin
voriconazole;gatifloxacin
voriconazole;gefitinib
voriconazole;gemfibrozil
voriconazole;halofantrine
voriconazole;haloperidol
voriconazole;ibuprofen
voriconazole;ibutilide
voriconazole;ifosfamide
voriconazole;imatinib
voriconazole;imipramine
voriconazole;indapamide
voriconazole;indinavir
voriconazole;indomethacin
voriconazole;irinotecan
voriconazole;isosorbide_dinitrate
voriconazole;isosorbide_mononitrate
voriconazole;isradipine
voriconazole;ixabepilone
voriconazole;ketamine
voriconazole;ketoconazole
voriconazole;lapatinib
voriconazole;levofloxacin
voriconazole;lidocaine
voriconazole;lopinavir
voriconazole;lovastatin
voriconazole;loxapine
voriconazole;lumefantrine
voriconazole;maprotiline
voriconazole;maraviroc
voriconazole;mefenamic_acid
voriconazole;mefloquine
voriconazole;meloxicam
voriconazole;mesoridazine
voriconazole;methadone
voriconazole;methotrimeprazine
voriconazole;methylergonovine
voriconazole;miconazole
voriconazole;midazolam
voriconazole;mirtazapine
voriconazole;modafinil
voriconazole;moricizine
voriconazole;moxifloxacin
voriconazole;nateglinide
voriconazole;nefazodone
voriconazole;nelfinavir
voriconazole;nicardipine
voriconazole;nifedipine
voriconazole;nilotinib
voriconazole;nimodipine
voriconazole;nisoldipine
voriconazole;nitrendipine
voriconazole;norfloxacin
voriconazole;nortriptyline
voriconazole;octreotide
voriconazole;omeprazole
voriconazole;paclitaxel
voriconazole;pentamidine
voriconazole;perflutren
voriconazole;pergolide
voriconazole;phencyclidine
voriconazole;phenobarbital
voriconazole;phenytoin
voriconazole;pimozide
voriconazole;pipotiazine
voriconazole;piroxicam
voriconazole;prazepam
voriconazole;praziquantel
voriconazole;primidone
voriconazole;probucol
voriconazole;procainamide
voriconazole;propafenone
voriconazole;protriptyline
voriconazole;quetiapine
voriconazole;quinidine
voriconazole;quinine
voriconazole;ranolazine
voriconazole;repaglinide
voriconazole;rifabutin
voriconazole;rifampin
voriconazole;rifapentine
voriconazole;risperidone
voriconazole;ritonavir
voriconazole;rivaroxaban
voriconazole;salmeterol
voriconazole;saquinavir
voriconazole;saxagliptin
voriconazole;sibutramine
voriconazole;sildenafil
voriconazole;silodosin
voriconazole;simvastatin
voriconazole;sirolimus
voriconazole;sitaxentan
voriconazole;solifenacin
voriconazole;sotalol
voriconazole;sparfloxacin
voriconazole;spiramycin
voriconazole;st._john's_wort
voriconazole;sufentanil
voriconazole;sulfisoxazole
voriconazole;sunitinib
voriconazole;tacrolimus
voriconazole;tadalafil
voriconazole;tamoxifen
voriconazole;tamsulosin
voriconazole;telithromycin
voriconazole;temsirolimus
voriconazole;teniposide
voriconazole;terfenadine
voriconazole;tetrabenazine
voriconazole;theophylline
voriconazole;thioridazine
voriconazole;thiothixene
voriconazole;tiagabine
voriconazole;tipranavir
voriconazole;tolbutamide
voriconazole;tolterodine
voriconazole;tolvaptan
voriconazole;toremifene
voriconazole;tramadol
voriconazole;trazodone
voriconazole;triazolam
voriconazole;trimipramine
voriconazole;vardenafil
voriconazole;venlafaxine
voriconazole;verapamil
voriconazole;vilazodone
voriconazole;vinblastine
voriconazole;vincristine
voriconazole;vinorelbine
voriconazole;vorinostat
voriconazole;ziprasidone
voriconazole;zolpidem
voriconazole;zonisamide
voriconazole;zopiclone
voriconazole;zuclopenthixol
voriconazole;ambrisentan
voriconazole;armodafinil
alprazolam;amprenavir
alprazolam;aprepitant
alprazolam;carbamazepine
alprazolam;cimetidine
alprazolam;clarithromycin
alprazolam;clozapine
alprazolam;delavirdine
alprazolam;digoxin
alprazolam;efavirenz
alprazolam;erythromycin
alprazolam;ethotoin
alprazolam;fluconazole
alprazolam;fosamprenavir
alprazolam;fosphenytoin
alprazolam;indinavir
alprazolam;itraconazole
alprazolam;josamycin
alprazolam;kava
alprazolam;ketoconazole
alprazolam;mephenytoin
alprazolam;nelfinavir
alprazolam;omeprazole
alprazolam;phenytoin
alprazolam;ritonavir
alprazolam;saquinavir
alprazolam;st._john's_wort
alprazolam;telithromycin
alprazolam;tipranavir
alprazolam;triprolidine
alprazolam;voriconazole
zopiclone;amprenavir
zopiclone;atazanavir
zopiclone;clarithromycin
zopiclone;conivaptan
zopiclone;darunavir
zopiclone;delavirdine
zopiclone;erythromycin
zopiclone;fosamprenavir
zopiclone;imatinib
zopiclone;indinavir
zopiclone;isoniazid
zopiclone;itraconazole
zopiclone;ketoconazole
zopiclone;lopinavir
zopiclone;methotrimeprazine
zopiclone;nefazodone
zopiclone;nelfinavir
zopiclone;nicardipine
zopiclone;posaconazole
zopiclone;quinidine
zopiclone;ritonavir
zopiclone;saquinavir
zopiclone;telithromycin
zopiclone;tolbutamide
zopiclone;triprolidine
zopiclone;voriconazole
idarubicin;trastuzumab
trimipramine;abarelix
trimipramine;almotriptan
trimipramine;amiodarone
trimipramine;amitriptyline
trimipramine;amobarbital
trimipramine;amoxapine
trimipramine;amprenavir
trimipramine;arsenic_trioxide
trimipramine;artemether
trimipramine;atazanavir
trimipramine;bromocriptine
trimipramine;buspirone
trimipramine;butabarbital
trimipramine;butalbital
trimipramine;cabergoline
trimipramine;chlorpromazine
trimipramine;cimetidine
trimipramine;cinacalcet
trimipramine;cisapride
trimipramine;citalopram
trimipramine;clarithromycin
trimipramine;clomipramine
trimipramine;clonidine
trimipramine;cocaine
trimipramine;darunavir
trimipramine;dasatinib
trimipramine;delavirdine
trimipramine;desipramine
trimipramine;desvenlafaxine
trimipramine;dexmedetomidine
trimipramine;dextromethorphan
trimipramine;dihydroergotamine
trimipramine;disopyramide
trimipramine;dofetilide
trimipramine;dolasetron
trimipramine;domperidone
trimipramine;donepezil
trimipramine;doxepin
trimipramine;droperidol
trimipramine;duloxetine
trimipramine;eletriptan
trimipramine;epinephrine
trimipramine;ergoloid_mesylate
trimipramine;ergonovine
trimipramine;ergotamine
trimipramine;erythromycin
trimipramine;escitalopram
trimipramine;fenoterol
trimipramine;flecainide
trimipramine;fluconazole
trimipramine;fluoxetine
trimipramine;flupenthixol
trimipramine;fluvoxamine
trimipramine;fosamprenavir
trimipramine;foscarnet
trimipramine;frovatriptan
trimipramine;furazolidone
trimipramine;galantamine
trimipramine;gatifloxacin
trimipramine;gemfibrozil
trimipramine;grepafloxacin
trimipramine;guanabenz
trimipramine;guanethidine
trimipramine;guanfacine
trimipramine;halofantrine
trimipramine;haloperidol
trimipramine;ibutilide
trimipramine;imatinib
trimipramine;imipramine
trimipramine;indapamide
trimipramine;indinavir
trimipramine;isocarboxazid
trimipramine;isoniazid
trimipramine;isradipine
trimipramine;itraconazole
trimipramine;ketoconazole
trimipramine;lapatinib
trimipramine;levofloxacin
trimipramine;linezolid
trimipramine;lithium
trimipramine;lopinavir
trimipramine;loxapine
trimipramine;lumefantrine
trimipramine;maprotiline
trimipramine;mefloquine
trimipramine;meperidine
trimipramine;mephentermine
trimipramine;mesoridazine
trimipramine;methadone
trimipramine;methohexital
trimipramine;methoxamine
trimipramine;methylergonovine
trimipramine;miconazole
trimipramine;midodrine
trimipramine;mirtazapine
trimipramine;moclobemide
trimipramine;modafinil
trimipramine;moxifloxacin
trimipramine;naratriptan
trimipramine;nefazodone
trimipramine;nelfinavir
trimipramine;nicardipine
trimipramine;nilotinib
trimipramine;norepinephrine
trimipramine;norfloxacin
trimipramine;nortriptyline
trimipramine;octreotide
trimipramine;omeprazole
trimipramine;orciprenaline
trimipramine;paroxetine
trimipramine;pentamidine
trimipramine;pentobarbital
trimipramine;perflutren
trimipramine;pergolide
trimipramine;phenelzine
trimipramine;phenobarbital
trimipramine;phenylephrine
trimipramine;phenylpropanolamine
trimipramine;pimozide
trimipramine;posaconazole
trimipramine;pramlintide
trimipramine;probucol
trimipramine;procainamide
trimipramine;procarbazine
trimipramine;promethazine
trimipramine;propafenone
trimipramine;protriptyline
trimipramine;pseudoephedrine
trimipramine;quetiapine
trimipramine;quinidine
trimipramine;ranolazine
trimipramine;rasagiline
trimipramine;rifabutin
trimipramine;rifampin
trimipramine;risperidone
trimipramine;ritonavir
trimipramine;rizatriptan
trimipramine;s-adenosylmethionine
trimipramine;saquinavir
trimipramine;secobarbital
trimipramine;selegiline
trimipramine;sertraline
trimipramine;sibutramine
trimipramine;sitaxentan
trimipramine;sotalol
trimipramine;sparfloxacin
trimipramine;st._john's_wort
trimipramine;sumatriptan
trimipramine;sunitinib
trimipramine;tacrine
trimipramine;tacrolimus
trimipramine;telithromycin
trimipramine;terbinafine
trimipramine;terbutaline
trimipramine;terfenadine
trimipramine;tetrabenazine
trimipramine;thiopental
trimipramine;thioridazine
trimipramine;thiothixene
trimipramine;ticlopidine
trimipramine;tizanidine
trimipramine;toremifene
trimipramine;tramadol
trimipramine;tranylcypromine
trimipramine;trazodone
trimipramine;trimethobenzamide
trimipramine;triprolidine
trimipramine;trospium
trimipramine;venlafaxine
trimipramine;voriconazole
trimipramine;vorinostat
trimipramine;ziprasidone
trimipramine;zolmitriptan
trimipramine;zuclopenthixol
vardenafil;alfuzosin
vardenafil;amiodarone
vardenafil;amprenavir
vardenafil;atazanavir
vardenafil;clarithromycin
vardenafil;conivaptan
vardenafil;darunavir
vardenafil;delavirdine
vardenafil;doxazosin
vardenafil;erythromycin
vardenafil;fosamprenavir
vardenafil;imatinib
vardenafil;indinavir
vardenafil;isoniazid
vardenafil;isosorbide_dinitrate
vardenafil;isosorbide_mononitrate
vardenafil;itraconazole
vardenafil;ketoconazole
vardenafil;lopinavir
vardenafil;miconazole
vardenafil;nefazodone
vardenafil;nelfinavir
vardenafil;nicardipine
vardenafil;nitroglycerin
vardenafil;pentaerythritol_tetranitrate
vardenafil;phenoxybenzamine
vardenafil;phentolamine
vardenafil;posaconazole
vardenafil;prazosin
vardenafil;procainamide
vardenafil;quinidine
vardenafil;ritonavir
vardenafil;saquinavir
vardenafil;silodosin
vardenafil;tamsulosin
vardenafil;telithromycin
vardenafil;terazosin
vardenafil;tipranavir
vardenafil;voriconazole
lovastatin;acenocoumarol
lovastatin;amprenavir
lovastatin;anisindione
lovastatin;atazanavir
lovastatin;azithromycin
lovastatin;bezafibrate
lovastatin;bosentan
lovastatin;carbamazepine
lovastatin;clarithromycin
lovastatin;colchicine
lovastatin;cyclosporine
lovastatin;danazol
lovastatin;darunavir
lovastatin;delavirdine
lovastatin;dicumarol
lovastatin;diltiazem
lovastatin;efavirenz
lovastatin;erythromycin
lovastatin;fenofibrate
lovastatin;fluconazole
lovastatin;fosamprenavir
lovastatin;gemfibrozil
lovastatin;imatinib
lovastatin;indinavir
lovastatin;itraconazole
lovastatin;josamycin
lovastatin;ketoconazole
lovastatin;nefazodone
lovastatin;nelfinavir
lovastatin;nevirapine
lovastatin;niacin
lovastatin;quinupristin
lovastatin;rifabutin
lovastatin;rifampin
lovastatin;ritonavir
lovastatin;saquinavir
lovastatin;telithromycin
lovastatin;tipranavir
lovastatin;verapamil
lovastatin;voriconazole
lovastatin;warfarin
paricalcitol;cholecalciferol
paricalcitol;colesevelam
pramlintide;carbinoxamine
pramlintide;clidinium
pramlintide;doxylamine
pramlintide;thiothixene
pramlintide;tiotropium
pramlintide;tolterodine
pramlintide;tranylcypromine
pramlintide;trihexyphenidyl
pramlintide;trimeprazine
pramlintide;trimethobenzamide
pramlintide;trimipramine
pramlintide;triprolidine
pramlintide;trospium
pramlintide;zuclopenthixol
digoxin;acarbose
digoxin;alprazolam
digoxin;amiodarone
digoxin;bendroflumethiazide
digoxin;benzthiazide
digoxin;bleomycin
digoxin;bumetanide
digoxin;carmustine
digoxin;carvedilol
digoxin;chlorothiazide
digoxin;chlorthalidone
digoxin;cholestyramine
digoxin;cinitapride
digoxin;clarithromycin
digoxin;colestipol
digoxin;cyclophosphamide
digoxin;cyclosporine
digoxin;cyclothiazide
digoxin;cytarabine
digoxin;dextrothyroxine
digoxin;diazepam
digoxin;dihydroquinidine_barbiturate
digoxin;doxorubicin
digoxin;erythromycin
digoxin;ethacrynic_acid
digoxin;furosemide
digoxin;gatifloxacin
digoxin;ginseng
digoxin;hydrochlorothiazide
digoxin;hydroflumethiazide
digoxin;hydroxychloroquine
digoxin;indapamide
digoxin;itraconazole
digoxin;josamycin
digoxin;levothyroxine
digoxin;liothyronine
digoxin;liotrix
digoxin;methimazole
digoxin;methotrexate
digoxin;methyclothiazide
digoxin;metolazone
digoxin;penciclovir
digoxin;penicillamine
digoxin;polythiazide
digoxin;prazosin
digoxin;procarbazine
digoxin;propafenone
digoxin;propylthiouracil
digoxin;quinethazone
digoxin;quinidine
digoxin;quinidine_barbiturate
digoxin;quinine
digoxin;rabeprazole
digoxin;ranolazine
digoxin;ritonavir
digoxin;spironolactone
digoxin;st._john's_wort
digoxin;sulfasalazine
digoxin;telithromycin
digoxin;telmisartan
digoxin;thyroglobulin
digoxin;ticlopidine
digoxin;tolbutamide
digoxin;trichlormethiazide
digoxin;trimetrexate
digoxin;verapamil
digoxin;vincristine
digoxin;voriconazole
tiagabine;amprenavir
tiagabine;atazanavir
tiagabine;clarithromycin
tiagabine;conivaptan
tiagabine;darunavir
tiagabine;delavirdine
tiagabine;fosamprenavir
tiagabine;imatinib
tiagabine;indinavir
tiagabine;isoniazid
tiagabine;itraconazole
tiagabine;ketoconazole
tiagabine;lopinavir
tiagabine;mefloquine
tiagabine;miconazole
tiagabine;nefazodone
tiagabine;nelfinavir
tiagabine;nicardipine
tiagabine;posaconazole
tiagabine;quinidine
tiagabine;ritonavir
tiagabine;saquinavir
tiagabine;telithromycin
tiagabine;triprolidine
tiagabine;voriconazole
adefovir_dipivoxil;valganciclovir
cefepime;probenecid
dalteparin;drotrecogin_alfa
mitomycin;trastuzumab
mitomycin;vinblastine
mitomycin;vincristine
mitomycin;vindesine
insulin_glargine;acebutolol
insulin_glargine;atenolol
insulin_glargine;betaxolol
insulin_glargine;bevantolol
insulin_glargine;bisoprolol
insulin_glargine;carteolol
insulin_glargine;carvedilol
insulin_glargine;esmolol
insulin_glargine;labetalol
insulin_glargine;metoprolol
insulin_glargine;nadolol
insulin_glargine;oxprenolol
insulin_glargine;penbutolol
insulin_glargine;pindolol
insulin_glargine;practolol
insulin_glargine;propranolol
insulin_glargine;somatropin_recombinant
insulin_glargine;sotalol
insulin_glargine;timolol
benzphetamine;chlorpromazine
benzphetamine;fluoxetine
benzphetamine;fluphenazine
benzphetamine;fluvoxamine
benzphetamine;guanethidine
benzphetamine;isocarboxazid
benzphetamine;mesoridazine
benzphetamine;methotrimeprazine
benzphetamine;paroxetine
benzphetamine;perphenazine
benzphetamine;phenelzine
benzphetamine;prochlorperazine
benzphetamine;promethazine
benzphetamine;propericiazine
benzphetamine;rasagiline
benzphetamine;sodium_bicarbonate
benzphetamine;telithromycin
benzphetamine;thioridazine
benzphetamine;tramadol
benzphetamine;trandolapril
benzphetamine;tranylcypromine
benzphetamine;trifluoperazine
benzphetamine;triprolidine
benzphetamine;voriconazole
degarelix;artemether
cladribine;leflunomide
cladribine;natalizumab
cladribine;pimecrolimus
cladribine;roflumilast
cladribine;tacrolimus
cladribine;trastuzumab
norgestrel;artemether
norgestrel;bexarotene
norgestrel;colesevelam
norgestrel;thiopental
norgestrel;tretinoin
norgestrel;warfarin
acenocoumarol;acetaminophen
acenocoumarol;acetylsalicylic_acid
acenocoumarol;allopurinol
acenocoumarol;aminoglutethimide
acenocoumarol;amiodarone
acenocoumarol;amprenavir
acenocoumarol;aprepitant
acenocoumarol;atazanavir
acenocoumarol;azathioprine
acenocoumarol;azithromycin
acenocoumarol;betamethasone
acenocoumarol;bosentan
acenocoumarol;butabarbital
acenocoumarol;butalbital
acenocoumarol;capecitabine
acenocoumarol;carbamazepine
acenocoumarol;cefotetan
acenocoumarol;cefoxitin
acenocoumarol;ceftriaxone
acenocoumarol;celecoxib
acenocoumarol;cholestyramine
acenocoumarol;cimetidine
acenocoumarol;ciprofloxacin
acenocoumarol;cisapride
acenocoumarol;citalopram
acenocoumarol;clarithromycin
acenocoumarol;clofibrate
acenocoumarol;colestipol
acenocoumarol;cyclophosphamide
acenocoumarol;danazol
acenocoumarol;demeclocycline
acenocoumarol;dexamethasone
acenocoumarol;dextrothyroxine
acenocoumarol;dicloxacillin
acenocoumarol;diflunisal
acenocoumarol;disulfiram
acenocoumarol;doxycycline
acenocoumarol;erythromycin
acenocoumarol;ethchlorvynol
acenocoumarol;ethinyl_estradiol
acenocoumarol;etodolac
acenocoumarol;etoricoxib
acenocoumarol;fenofibrate
acenocoumarol;fenoprofen
acenocoumarol;fluconazole
acenocoumarol;fludrocortisone
acenocoumarol;fluorouracil
acenocoumarol;fluoxetine
acenocoumarol;fluoxymesterone
acenocoumarol;flurbiprofen
acenocoumarol;fluvastatin
acenocoumarol;fluvoxamine
acenocoumarol;fosamprenavir
acenocoumarol;fosphenytoin
acenocoumarol;gefitinib
acenocoumarol;gemcitabine
acenocoumarol;gemfibrozil
acenocoumarol;ginkgo_biloba
acenocoumarol;glutethimide
acenocoumarol;griseofulvin
acenocoumarol;hydrocortisone
acenocoumarol;ibuprofen
acenocoumarol;imatinib
acenocoumarol;indinavir
acenocoumarol;indomethacin
acenocoumarol;isoniazid
acenocoumarol;itraconazole
acenocoumarol;ketoconazole
acenocoumarol;ketoprofen
acenocoumarol;ketorolac
acenocoumarol;leflunomide
acenocoumarol;levamisole
acenocoumarol;levofloxacin
acenocoumarol;levothyroxine
acenocoumarol;lovastatin
acenocoumarol;lumiracoxib
acenocoumarol;medroxyprogesterone
acenocoumarol;mefenamic_acid
acenocoumarol;mefloquine
acenocoumarol;meloxicam
acenocoumarol;mercaptopurine
acenocoumarol;methimazole
acenocoumarol;metronidazole
acenocoumarol;miconazole
acenocoumarol;minocycline
acenocoumarol;mitotane
acenocoumarol;moxifloxacin
acenocoumarol;nabumetone
acenocoumarol;nalidixic_acid
acenocoumarol;naproxen
acenocoumarol;nelfinavir
acenocoumarol;nevirapine
acenocoumarol;norfloxacin
acenocoumarol;ofloxacin
acenocoumarol;orlistat
acenocoumarol;oxaprozin
acenocoumarol;oxyphenbutazone
acenocoumarol;paroxetine
acenocoumarol;pentoxifylline
acenocoumarol;phenobarbital
acenocoumarol;phenylbutazone
acenocoumarol;phenytoin
acenocoumarol;piroxicam
acenocoumarol;prednisolone
acenocoumarol;prednisone
acenocoumarol;primidone
acenocoumarol;propafenone
acenocoumarol;propoxyphene
acenocoumarol;propylthiouracil
acenocoumarol;quinidine
acenocoumarol;quinine
acenocoumarol;ranitidine
acenocoumarol;rifabutin
acenocoumarol;rifampin
acenocoumarol;sulindac
acenocoumarol;tamoxifen
acenocoumarol;telithromycin
acenocoumarol;tenoxicam
acenocoumarol;testolactone
acenocoumarol;testosterone
acenocoumarol;testosterone_propionate
acenocoumarol;tetracycline
acenocoumarol;thiabendazole
acenocoumarol;thiopental
acenocoumarol;tiaprofenic_acid
acenocoumarol;tigecycline
acenocoumarol;tolbutamide
acenocoumarol;tolmetin
acenocoumarol;treprostinil
acenocoumarol;triamcinolone
acenocoumarol;trimetrexate
acenocoumarol;zafirlukast
acenocoumarol;transdermal_testosterone_gel
meclizine;donepezil
meclizine;galantamine
meclizine;rivastigmine
meclizine;tacrine
meclizine;trimethobenzamide
meclizine;triprolidine
meclizine;trospium
clomipramine;altretamine
clomipramine;artemether
clomipramine;atazanavir
clomipramine;butabarbital
clomipramine;butalbital
clomipramine;cimetidine
clomipramine;cisapride
clomipramine;clonidine
clomipramine;desvenlafaxine
clomipramine;dihydroquinidine_barbiturate
clomipramine;dobutamine
clomipramine;donepezil
clomipramine;dopamine
clomipramine;ephedra
clomipramine;ephedrine
clomipramine;epinephrine
clomipramine;fenoterol
clomipramine;fluoxetine
clomipramine;fluvoxamine
clomipramine;galantamine
clomipramine;grepafloxacin
clomipramine;guanethidine
clomipramine;isocarboxazid
clomipramine;isoproterenol
clomipramine;mephentermine
clomipramine;metaraminol
clomipramine;methoxamine
clomipramine;moclobemide
clomipramine;norepinephrine
clomipramine;orciprenaline
clomipramine;phenelzine
clomipramine;phenylephrine
clomipramine;phenylpropanolamine
clomipramine;pirbuterol
clomipramine;procaterol
clomipramine;pseudoephedrine
clomipramine;quinidine
clomipramine;quinidine_barbiturate
clomipramine;rasagiline
clomipramine;rifabutin
clomipramine;rifampin
clomipramine;ritonavir
clomipramine;rivastigmine
clomipramine;salbutamol
clomipramine;sibutramine
clomipramine;sparfloxacin
clomipramine;tacrine
clomipramine;tacrolimus
clomipramine;tamoxifen
clomipramine;tamsulosin
clomipramine;terbinafine
clomipramine;terbutaline
clomipramine;terfenadine
clomipramine;thiabendazole
clomipramine;thiothixene
clomipramine;ticlopidine
clomipramine;toremifene
clomipramine;tramadol
clomipramine;tranylcypromine
clomipramine;trazodone
clomipramine;trimethobenzamide
clomipramine;trimipramine
clomipramine;triprolidine
clomipramine;trospium
clomipramine;venlafaxine
clomipramine;voriconazole
clomipramine;vorinostat
clomipramine;ziprasidone
clomipramine;zolmitriptan
clomipramine;zuclopenthixol
dexmedetomidine;tranylcypromine
dexmedetomidine;treprostinil
dexmedetomidine;trimipramine
alfacalcidol;calcipotriol
alfacalcidol;cholecalciferol
alfacalcidol;colesevelam
dexfenfluramine;acetophenazine
dexfenfluramine;chlorpromazine
dexfenfluramine;ethopropazine
dexfenfluramine;fluoxetine
dexfenfluramine;fluphenazine
dexfenfluramine;fluvoxamine
dexfenfluramine;guanethidine
dexfenfluramine;insulin
dexfenfluramine;insulin_aspart
dexfenfluramine;insulin_detemir
dexfenfluramine;insulin_glulisine
dexfenfluramine;isocarboxazid
dexfenfluramine;mesoridazine
dexfenfluramine;methdilazine
dexfenfluramine;methotrimeprazine
dexfenfluramine;paroxetine
dexfenfluramine;perphenazine
dexfenfluramine;phenelzine
dexfenfluramine;prochlorperazine
dexfenfluramine;promazine
dexfenfluramine;promethazine
dexfenfluramine;propericiazine
dexfenfluramine;propiomazine
dexfenfluramine;rasagiline
dexfenfluramine;thiethylperazine
dexfenfluramine;thioridazine
dexfenfluramine;tranylcypromine
dexfenfluramine;trifluoperazine
dexfenfluramine;triflupromazine
dexfenfluramine;trimeprazine
dexfenfluramine;venlafaxine
proguanil;artemether
proguanil;lumefantrine
reteplase;ginkgo_biloba
reteplase;ticlopidine
propafenone;acenocoumarol
propafenone;aminophylline
propafenone;anisindione
propafenone;artemether
propafenone;cisapride
propafenone;cyclosporine
propafenone;dicumarol
propafenone;digoxin
propafenone;dihydroquinidine_barbiturate
propafenone;duloxetine
propafenone;dyphylline
propafenone;fluoxetine
propafenone;lumefantrine
propafenone;mesoridazine
propafenone;metoprolol
propafenone;mexiletine
propafenone;oxtriphylline
propafenone;paroxetine
propafenone;propranolol
propafenone;quinidine
propafenone;quinidine_barbiturate
propafenone;rifabutin
propafenone;rifampin
propafenone;ritonavir
propafenone;sertraline
propafenone;tacrolimus
propafenone;terbinafine
propafenone;terfenadine
propafenone;theophylline
propafenone;thiopental
propafenone;thioridazine
propafenone;thiothixene
propafenone;tipranavir
propafenone;tizanidine
propafenone;toremifene
propafenone;trimipramine
propafenone;venlafaxine
propafenone;voriconazole
propafenone;vorinostat
propafenone;warfarin
propafenone;ziprasidone
propafenone;zuclopenthixol
saquinavir;abacavir
saquinavir;alprazolam
saquinavir;amiodarone
saquinavir;artemether
saquinavir;astemizole
saquinavir;atorvastatin
saquinavir;bromazepam
saquinavir;chlordiazepoxide
saquinavir;cisapride
saquinavir;clonazepam
saquinavir;clorazepate
saquinavir;cyclosporine
saquinavir;dantrolene
saquinavir;darunavir
saquinavir;delavirdine
saquinavir;diazepam
saquinavir;dihydroergotamine
saquinavir;efavirenz
saquinavir;eplerenone
saquinavir;ergotamine
saquinavir;erlotinib
saquinavir;estazolam
saquinavir;fentanyl
saquinavir;flurazepam
saquinavir;fusidic_acid
saquinavir;indinavir
saquinavir;ketoconazole
saquinavir;lovastatin
saquinavir;midazolam
saquinavir;nevirapine
saquinavir;pimozide
saquinavir;ranolazine
saquinavir;rifabutin
saquinavir;rifampin
saquinavir;tacrolimus
saquinavir;tadalafil
saquinavir;tamoxifen
saquinavir;tamsulosin
saquinavir;telithromycin
saquinavir;temsirolimus
saquinavir;teniposide
saquinavir;terfenadine
saquinavir;tiagabine
saquinavir;tipranavir
saquinavir;tolterodine
saquinavir;topotecan
saquinavir;tramadol
saquinavir;trazodone
saquinavir;triazolam
saquinavir;trimipramine
saquinavir;vardenafil
saquinavir;venlafaxine
saquinavir;verapamil
saquinavir;vinblastine
saquinavir;vincristine
saquinavir;vinorelbine
saquinavir;voriconazole
saquinavir;zolpidem
saquinavir;zonisamide
saquinavir;zopiclone
trovafloxacin;aluminium
trovafloxacin;calcium
trovafloxacin;calcium_acetate
trovafloxacin;calcium_chloride
trovafloxacin;calcium_gluceptate
trovafloxacin;didanosine
trovafloxacin;iron
trovafloxacin;iron_dextran
trovafloxacin;magnesium
trovafloxacin;magnesium_sulfate
trovafloxacin;magnesium_oxide
trovafloxacin;morphine
trovafloxacin;quinapril
trovafloxacin;sevelamer
trovafloxacin;sucralfate
trovafloxacin;zinc
clopidogrel;bortezomib
clopidogrel;drotrecogin_alfa
clopidogrel;esomeprazole
clopidogrel;ginkgo_biloba
clopidogrel;lansoprazole
clopidogrel;omeprazole
clopidogrel;pantoprazole
clopidogrel;rabeprazole
clopidogrel;rivaroxaban
clopidogrel;treprostinil
clopidogrel;warfarin
kanamycin;bumetanide
kanamycin;cefotaxime
kanamycin;cefotetan
kanamycin;cefoxitin
kanamycin;ceftazidime
kanamycin;ceftriaxone
kanamycin;colistimethate
kanamycin;ethacrynic_acid
kanamycin;furosemide
kanamycin;ticarcillin
carbinoxamine;benzylpenicilloyl_polylysine
carbinoxamine;donepezil
carbinoxamine;galantamine
carbinoxamine;pramlintide
carbinoxamine;tacrine
carbinoxamine;trimethobenzamide
carbinoxamine;triprolidine
carbinoxamine;trospium
donepezil;acepromazine
donepezil;aceprometazine
donepezil;alverine
donepezil;amantadine
donepezil;amitriptyline
donepezil;amoxapine
donepezil;atropine
donepezil;azatadine
donepezil;benztropine
donepezil;biperiden
donepezil;brompheniramine
donepezil;carbinoxamine
donepezil;chlorpheniramine
donepezil;chlorpromazine
donepezil;chlorprothixene
donepezil;cimetidine
donepezil;clemastine
donepezil;clidinium
donepezil;clomipramine
donepezil;clozapine
donepezil;cyclizine
donepezil;cyclobenzaprine
donepezil;cyproheptadine
donepezil;darifenacin
donepezil;desipramine
donepezil;dexbrompheniramine
donepezil;dicyclomine
donepezil;dimenhydrinate
donepezil;diphenhydramine
donepezil;diphenoxylate
donepezil;diphenylpyraline
donepezil;disopyramide
donepezil;doxepin
donepezil;doxylamine
donepezil;ethopropazine
donepezil;flavoxate
donepezil;flupenthixol
donepezil;glutethimide
donepezil;glycopyrrolate
donepezil;hydroxyzine
donepezil;hyoscyamine
donepezil;imipramine
donepezil;isocarboxazid
donepezil;isopropamide
donepezil;loxapine
donepezil;maprotiline
donepezil;meclizine
donepezil;meperidine
donepezil;mesoridazine
donepezil;methdilazine
donepezil;methotrimeprazine
donepezil;methylscopolamine
donepezil;mirtazapine
donepezil;moclobemide
donepezil;molindone
donepezil;nortriptyline
donepezil;olanzapine
donepezil;orphenadrine
donepezil;oxybutynin
donepezil;perphenazine
donepezil;phenelzine
donepezil;phenindamine
donepezil;pimozide
donepezil;pipotiazine
donepezil;procainamide
donepezil;prochlorperazine
donepezil;procyclidine
donepezil;promazine
donepezil;promethazine
donepezil;propantheline
donepezil;propericiazine
donepezil;protriptyline
donepezil;quetiapine
donepezil;quinidine
donepezil;quinidine_barbiturate
donepezil;risperidone
donepezil;scopolamine
donepezil;sertraline
donepezil;solifenacin
donepezil;thioproperazine
donepezil;thioridazine
donepezil;thiothixene
donepezil;tizanidine
donepezil;tolterodine
donepezil;tranylcypromine
